order_id,customers_name,city,state,order_date,sales_units,total_revenues,product_name,category_name,store_name,sales_rep
261,"Pasquale Hogan",Vista,CA,2016-06-08,2,772.2000,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
264,"Charolette Rice",Sacramento,CA,2016-06-10,1,1239.2000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
264,"Charolette Rice",Sacramento,CA,2016-06-10,2,1044.9810,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
264,"Charolette Rice",Sacramento,CA,2016-06-10,2,953.9820,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
264,"Charolette Rice",Sacramento,CA,2016-06-10,2,1859.9814,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
267,"Randolph Chase","San Lorenzo",CA,2016-06-11,2,431.9840,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
267,"Randolph Chase","San Lorenzo",CA,2016-06-11,2,539.9820,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
267,"Randolph Chase","San Lorenzo",CA,2016-06-11,1,494.9910,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
267,"Randolph Chase","San Lorenzo",CA,2016-06-11,2,7439.9814,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
267,"Randolph Chase","San Lorenzo",CA,2016-06-11,1,256.4905,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
268,"Shery Randolph",Ontario,CA,2016-06-11,1,3799.9905,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
268,"Shery Randolph",Ontario,CA,2016-06-11,2,751.9840,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
268,"Shery Randolph",Ontario,CA,2016-06-11,1,2699.9910,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
278,"Raven Curtis",Lawndale,CA,2016-06-20,1,479.9920,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
278,"Raven Curtis",Lawndale,CA,2016-06-20,2,835.1400,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
278,"Raven Curtis",Lawndale,CA,2016-06-20,1,251.0907,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
278,"Raven Curtis",Lawndale,CA,2016-06-20,2,3126.6414,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
283,"Olevia Pitts","Redondo Beach",CA,2016-06-23,1,2849.9905,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
283,"Olevia Pitts","Redondo Beach",CA,2016-06-23,2,959.9840,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
285,"Justin Newton","Apple Valley",CA,2016-06-25,2,1139.9810,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
285,"Justin Newton","Apple Valley",CA,2016-06-25,1,522.4905,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
285,"Justin Newton","Apple Valley",CA,2016-06-25,1,674.9910,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
310,"Deloris Larson",Duarte,CA,2016-07-12,2,7439.9814,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
310,"Deloris Larson",Duarte,CA,2016-07-12,2,485.9820,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
310,"Deloris Larson",Duarte,CA,2016-07-12,2,2113.5840,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
310,"Deloris Larson",Duarte,CA,2016-07-12,1,1439.9920,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
320,"Carola Johns","Santa Cruz",CA,2016-07-19,1,674.9910,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
338,"Omega Huff","Santa Monica",CA,2016-07-28,2,874.1814,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica",CA,2016-07-28,1,1440.5700,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica",CA,2016-07-28,1,242.9910,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica",CA,2016-07-28,2,3126.6414,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica",CA,2016-07-28,1,2849.9905,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
341,"Karren Lamb",Fresno,CA,2016-07-31,2,569.9810,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
349,"Jamaal Albert",Torrance,CA,2016-08-03,2,959.9840,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway",Oakland,CA,2016-08-03,2,892.9810,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway",Oakland,CA,2016-08-03,1,557.9907,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway",Oakland,CA,2016-08-03,1,929.9907,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
351,"Cinda Rocha","Los Banos",CA,2016-08-03,2,5509.9810,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
351,"Cinda Rocha","Los Banos",CA,2016-08-03,2,989.9820,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
351,"Cinda Rocha","Los Banos",CA,2016-08-03,1,479.9920,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
351,"Cinda Rocha","Los Banos",CA,2016-08-03,2,502.1814,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
362,"Hedwig Paul","Apple Valley",CA,2016-08-09,1,697.4907,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
369,"Garth Huff",Glendora,CA,2016-08-15,2,2881.1400,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
374,"Dante Grimes",Duarte,CA,2016-08-17,1,1394.1000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
374,"Dante Grimes",Duarte,CA,2016-08-17,1,3719.9907,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
389,"Saturnina Garner",Glendora,CA,2016-08-22,1,697.4907,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
389,"Saturnina Garner",Glendora,CA,2016-08-22,2,985.7814,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
389,"Saturnina Garner",Glendora,CA,2016-08-22,2,2943.1000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
389,"Saturnina Garner",Glendora,CA,2016-08-22,1,1254.9405,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
389,"Saturnina Garner",Glendora,CA,2016-08-22,1,2399.9920,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
392,"Carley Reynolds","South El Monte",CA,2016-08-23,2,485.9820,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
392,"Carley Reynolds","South El Monte",CA,2016-08-23,2,1899.9810,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
394,"Tammera Fischer",Oakland,CA,2016-08-26,1,284.9905,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
394,"Tammera Fischer",Oakland,CA,2016-08-26,1,479.9920,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
394,"Tammera Fischer",Oakland,CA,2016-08-26,2,431.9840,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
398,"Chasidy Tran",Vista,CA,2016-08-29,2,3419.9810,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
398,"Chasidy Tran",Vista,CA,2016-08-29,2,853.1000,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
398,"Chasidy Tran",Vista,CA,2016-08-29,1,399.9920,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
398,"Chasidy Tran",Vista,CA,2016-08-29,1,407.5500,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
403,"Salena Day","San Lorenzo",CA,2016-08-31,2,989.9820,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
403,"Salena Day","San Lorenzo",CA,2016-08-31,2,6399.9840,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
403,"Salena Day","San Lorenzo",CA,2016-08-31,2,512.9810,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
403,"Salena Day","San Lorenzo",CA,2016-08-31,1,439.9920,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
408,"Shemeka Lyons",Pomona,CA,2016-09-01,1,359.2000,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
408,"Shemeka Lyons",Pomona,CA,2016-09-01,1,929.9907,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
408,"Shemeka Lyons",Pomona,CA,2016-09-01,2,1394.9814,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
408,"Shemeka Lyons",Pomona,CA,2016-09-01,2,686.4000,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
411,"Ferne Kline",Fullerton,CA,2016-09-02,1,697.4907,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
411,"Ferne Kline",Fullerton,CA,2016-09-02,2,1139.9810,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
412,"Carmina Emerson",Banning,CA,2016-09-02,1,3599.9910,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
412,"Carmina Emerson",Banning,CA,2016-09-02,1,511.4907,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
412,"Carmina Emerson",Banning,CA,2016-09-02,1,386.1000,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
417,"Angie Powers",Pomona,CA,2016-09-04,2,1115.9814,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
417,"Angie Powers",Pomona,CA,2016-09-04,2,874.1814,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
420,"Petronila Norris","South El Monte",CA,2016-09-05,2,686.4000,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
420,"Petronila Norris","South El Monte",CA,2016-09-05,2,953.9820,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
420,"Petronila Norris","South El Monte",CA,2016-09-05,2,1899.9810,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
421,"Le Deleon",Banning,CA,2016-09-05,2,874.1814,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
421,"Le Deleon",Banning,CA,2016-09-05,2,1599.9840,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
421,"Le Deleon",Banning,CA,2016-09-05,2,959.9840,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
421,"Le Deleon",Banning,CA,2016-09-05,1,2696.9907,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
421,"Le Deleon",Banning,CA,2016-09-05,2,479.9840,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
424,"Tommie Melton",Sacramento,CA,2016-09-08,1,242.9910,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
424,"Tommie Melton",Sacramento,CA,2016-09-08,1,446.4905,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
427,"Douglass Little",Duarte,CA,2016-09-09,2,1022.9814,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
427,"Douglass Little",Duarte,CA,2016-09-09,2,953.9820,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
427,"Douglass Little",Duarte,CA,2016-09-09,2,1115.9814,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
432,"Karla Kirk","Palos Verdes Peninsula",CA,2016-09-12,2,2478.4000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
432,"Karla Kirk","Palos Verdes Peninsula",CA,2016-09-12,2,7599.9810,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
441,"Morton Barron",Bakersfield,CA,2016-09-18,1,511.4907,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
441,"Morton Barron",Bakersfield,CA,2016-09-18,1,476.9910,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,1,251.0907,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,985.7814,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,1139.9810,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,1,539.9910,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
444,"Jamaal Albert",Torrance,CA,2016-09-19,2,2478.4000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
457,"Kami Rios",Encino,CA,2016-09-24,2,1022.9814,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
457,"Kami Rios",Encino,CA,2016-09-24,1,712.4905,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
457,"Kami Rios",Encino,CA,2016-09-24,2,7199.9820,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
457,"Kami Rios",Encino,CA,2016-09-24,1,343.2000,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,1,404.1000,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,2,5699.9810,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,2,2943.1000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
468,"Adelaida Hancock","San Pablo",CA,2016-09-29,1,449.9910,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
470,"Derrick Marks",Glendora,CA,2016-09-30,1,426.5500,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
470,"Derrick Marks",Glendora,CA,2016-09-30,1,256.4905,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
470,"Derrick Marks",Glendora,CA,2016-09-30,2,2879.9840,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
471,"Alane Mccarty","San Diego",CA,2016-09-30,1,215.9920,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
471,"Alane Mccarty","San Diego",CA,2016-09-30,2,512.9810,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
474,"Rory Cooper",Rocklin,CA,2016-10-01,2,853.1000,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
474,"Rory Cooper",Rocklin,CA,2016-10-01,1,1344.7920,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
477,"Josie Schultz","Canyon Country",CA,2016-10-02,1,422.9910,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
477,"Josie Schultz","Canyon Country",CA,2016-10-02,1,1471.5500,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
480,"Darcel Harmon","Santa Clara",CA,2016-10-04,1,2754.9905,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
480,"Darcel Harmon","Santa Clara",CA,2016-10-04,1,503.4905,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
480,"Darcel Harmon","Santa Clara",CA,2016-10-04,2,557.9814,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
483,"Diana Cobb",Fullerton,CA,2016-10-06,1,398.9700,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
491,"Ji Burt","Apple Valley",CA,2016-10-08,2,4799.9840,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
491,"Ji Burt","Apple Valley",CA,2016-10-08,2,512.9810,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
491,"Ji Burt","Apple Valley",CA,2016-10-08,2,1006.9810,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
492,"Graciela Barber",Oxnard,CA,2016-10-09,1,422.9910,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
492,"Graciela Barber",Oxnard,CA,2016-10-09,2,485.9820,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
492,"Graciela Barber",Oxnard,CA,2016-10-09,1,569.9905,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
493,"Rosalie Coffey",Upland,CA,2016-10-09,1,503.4905,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
493,"Rosalie Coffey",Upland,CA,2016-10-09,2,853.1000,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
493,"Rosalie Coffey",Upland,CA,2016-10-09,1,569.9905,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
495,"Kecia Olsen","Santa Cruz",CA,2016-10-10,1,215.9920,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
495,"Kecia Olsen","Santa Cruz",CA,2016-10-10,1,2849.9905,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
499,"Rodrick Shelton","Canyon Country",CA,2016-10-11,1,1344.7920,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
499,"Rodrick Shelton","Canyon Country",CA,2016-10-11,1,492.8907,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
499,"Rodrick Shelton","Canyon Country",CA,2016-10-11,2,431.9840,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
499,"Rodrick Shelton","Canyon Country",CA,2016-10-11,2,1079.9820,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
504,"Mercedez Brooks",Duarte,CA,2016-10-14,2,989.9820,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
504,"Mercedez Brooks",Duarte,CA,2016-10-14,2,1424.9810,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
507,"Enoch Rosario",Fresno,CA,2016-10-15,2,3193.8810,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
507,"Enoch Rosario",Fresno,CA,2016-10-15,2,502.1814,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
507,"Enoch Rosario",Fresno,CA,2016-10-15,2,1079.9820,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
518,"Juliane Dillard",Glendora,CA,2016-10-22,2,959.9840,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
518,"Juliane Dillard",Glendora,CA,2016-10-22,2,2509.8810,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
518,"Juliane Dillard",Glendora,CA,2016-10-22,2,949.9810,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
518,"Juliane Dillard",Glendora,CA,2016-10-22,2,847.9840,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
518,"Juliane Dillard",Glendora,CA,2016-10-22,2,3126.6414,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
524,"Lucas Estes","Santa Monica",CA,2016-10-25,1,1563.3207,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
524,"Lucas Estes","Santa Monica",CA,2016-10-25,1,712.4905,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
524,"Lucas Estes","Santa Monica",CA,2016-10-25,1,2399.9920,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
524,"Lucas Estes","Santa Monica",CA,2016-10-25,2,1859.9814,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
524,"Lucas Estes","Santa Monica",CA,2016-10-25,1,569.9905,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
525,"Omega Johnston","Canyon Country",CA,2016-10-26,2,5579.9814,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
525,"Omega Johnston","Canyon Country",CA,2016-10-26,2,874.1814,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
525,"Omega Johnston","Canyon Country",CA,2016-10-26,1,1394.1000,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
527,"Irving Pitts",Torrance,CA,2016-10-27,2,835.1400,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
527,"Irving Pitts",Torrance,CA,2016-10-27,1,2319.9920,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
527,"Irving Pitts",Torrance,CA,2016-10-27,1,404.1000,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
527,"Irving Pitts",Torrance,CA,2016-10-27,2,4799.9840,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
536,"Cira Downs",Oakland,CA,2016-10-31,1,242.9910,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
536,"Cira Downs",Oakland,CA,2016-10-31,1,674.9910,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
536,"Cira Downs",Oakland,CA,2016-10-31,2,1044.9810,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
536,"Cira Downs",Oakland,CA,2016-10-31,1,251.0907,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
537,"Agatha Daniels","South El Monte",CA,2016-10-31,1,1471.5500,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
537,"Agatha Daniels","South El Monte",CA,2016-10-31,1,569.9905,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
537,"Agatha Daniels","South El Monte",CA,2016-10-31,2,772.2000,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
